tech_id,sentence
T1055.002,The attacker used WriteProcessMemory to write shellcode into a legitimate process for privilege escalation.
T1055.002,A remote access trojan injected its payload into svchost.exe using process hollowing techniques.
T1055.002,The threat actor employed WriteProcessMemory to modify the memory space of a system process and execute malicious code.
T1027.006,The threat actor wrote a deceptive HTML file that loaded obfuscated JavaScript from a remote server to bypass web filters.
T1027.006,The threat actor wrote malicious.html to the downloads folder to bypass web filters.
T1608.002,The attacker uploaded PsExec.exe to a compromised web server to enable remote command execution.
T1608.002,The malware saved a remote access tool from https://c2.com/tools to the system's temp directory.
T1608.002,The threat actor uploaded a modified version of PsExec.exe to their command and control infrastructure.
T1608.002,The backdoor saved the remote administration tool from https://c2.com/tools to establish persistence.
T1608.002,The attacker uploaded PsExec.exe to multiple compromised hosts to facilitate lateral movement.
T1608.002,The attacker uploaded PsExec.exe to a compromised file server for later remote access operations.
T1608.002,The malware saved a remote access tool from https://c2.com/tools to the system's temp directory.
T1608.002,PsExec.exe was uploaded to a shared network drive to enable lateral movement across the enterprise.
T1608.002,The threat actor downloaded and saved a custom remote administration tool from their C2 server at https://c2.com/tools.
T1608.002,The attacker uploaded PsExec.exe to a compromised web server for remote execution capabilities.
T1608.002,The malware saved a remote access tool from https://c2.com/tools to the victim's temp directory.
T1608.002,PsExec.exe was uploaded to a shared network drive to facilitate lateral movement across the enterprise.
T1608.002,The threat actor saved a custom remote administration tool from their C2 server to establish persistent access.
T1608.002,The attacker uploaded PsExec.exe to a compromised web server for lateral movement.
T1608.002,The malware saved a remote access tool from https://c2.com/tools to the system's temp directory.
T1608.002,The threat actor uploaded a modified version of PsExec.exe to their command and control infrastructure.
T1608.002,The malicious script saved the remote administration tool from a compromised website to the victim's desktop.
T1608.002,The adversary uploaded PsExec.exe to multiple compromised hosts to prepare for widespread access.
T1608.002,The attacker uploaded PsExec.exe to the compromised server to enable remote command execution.
T1608.002,The malware saved a remote access tool from https://c2.com/tools to the system's temp directory.
T1608.002,PsExec.exe was uploaded to the file server to facilitate lateral movement across the network.
T1608.002,The threat actor saved the Cobalt Strike beacon from https://c2.com/tools onto the victim's workstation.
T1608.002,A PowerShell script uploaded PsExec.exe to multiple endpoints to establish persistent remote access.
T1608.002,The attacker uploaded PsExec.exe to a compromised server to enable remote command execution.
T1608.002,The malware downloaded and saved a remote access tool from https://c2.com/tools to establish persistence.
T1608.002,PsExec.exe was uploaded to the target system's temp directory for lateral movement capabilities.
T1608.002,The threat actor saved a remote administration tool from the C2 server at https://c2.com/tools to the Windows system32 folder.
T1608.002,A copy of PsExec.exe was uploaded to multiple workstations in preparation for network-wide remote access.
T1608.002,The attacker uploaded PsExec.exe to the compromised server to enable remote command execution.
T1608.002,The malware saved a remote access tool from https://c2.com/tools to the system's temp directory.
T1608.002,PsExec.exe was uploaded to multiple workstations to facilitate lateral movement across the network.
T1608.002,The threat actor saved a custom RAT from https://c2.com/tools to establish persistent remote access.
T1608.002,The malicious script uploaded PsExec.exe to the file share for deployment across the domain.
T1608.002,The attacker uploaded PsExec.exe to a compromised server to enable remote command execution.
T1608.002,The malware saved a remote access tool from https://c2.com/tools to the system's temp directory.
T1608.002,PsExec.exe was uploaded to multiple workstations to facilitate lateral movement across the network.
T1608.002,The threat actor saved a custom remote administration tool from the C2 server to establish persistent access.
T1608.002,The attacker uploaded PsExec.exe to a compromised web server for later remote access operations.
T1608.002,The malware saved a remote access tool from https://c2.com/tools to the system's temp directory.
T1608.002,PsExec.exe was uploaded to a shared network drive to enable lateral movement across the environment.
T1608.002,The threat actor downloaded and saved a remote administration tool from a command and control server at https://c2.com/tools.
T1608.002,A copy of PsExec.exe was uploaded to multiple compromised endpoints to establish persistent remote access capabilities.
T1608.002,The attacker uploaded PsExec.exe to the compromised server to enable remote command execution.
T1608.002,The malware saved a remote access tool from https://c2.com/tools to the system's temp directory.
T1608.002,PsExec.exe was uploaded to multiple workstations to facilitate lateral movement across the network.
T1608.002,The threat actor downloaded and saved a custom remote access tool from their C2 server at https://c2.com/tools.
T1608.002,A copy of PsExec.exe was uploaded to the file share to stage tools for persistent remote access.
T1567.004,The malicious PowerShell script collected system information and sent it to a webhook.site address.
T1071.002,The threat actor leveraged SMB exploitation to hide C2 traffic by disguising it as routine file sharing operations.
T1071.002,The backdoor utilized SMB protocol exploitation to covertly transmit commands while appearing as standard network file access.
T1071.002,The backdoor utilized SMB protocol exploitation to covertly transmit commands while appearing as standard network file access.
T1071.002,"The threat actor leveraged SMB protocol for C2 communications, hiding malicious traffic within normal file server activity."
T1071.002,C2 traffic was concealed using FTP connections that appeared as standard file uploads to external servers.
T1071.002,The malware established C2 communications using SMB file shares to blend with legitimate network traffic.
T1071.002,The backdoor communicated with its controller through SMB named pipes to evade network detection.
T1071.002,"The threat actor leveraged SMB protocol for covert communications, mimicking standard Windows file sharing."
T1071.002,"Malicious actors concealed their C2 communications by using FTP for data transfers, mimicking legitimate file exchange operations."
T1071.002,"The backdoor utilized SMB sessions to receive commands, hiding malicious traffic within standard network file operations."
T1071.002,The backdoor communicated with its controller through SMB named pipes to evade network detection.
T1071.002,"The threat actor leveraged SMB protocol for covert communications, mimicking normal Windows file sharing operations."
T1071.002,The backdoor utilized SMB protocol exploitation to disguise command and control communications as standard network file operations.
T1071.002,Malicious actors utilized FTP's passive mode to conceal command and control channels within standard file transfer operations.
T1071.002,The backdoor communicated with its controller through SMB named pipes to evade network detection.
T1071.002,"The threat actor leveraged SMB protocol for covert communications, mimicking normal Windows file sharing operations."
T1071.002,Attackers used FTP exploitation to conceal C2 communications within normal file transfer operations.
T1071.002,The backdoor utilized SMB exploitation to disguise C2 communications as standard Windows file sharing activity.
T1546.005,Malware installed a signal handler that runs a credential harvesting script when SIGTERM is triggered.
T1546.005,Malware established persistence by trapping SIGALRM to run a data exfiltration script at predetermined intervals.
T1546.005,Malware employed trap to catch SIGALRM signals and maintain persistence by restarting its process.
T1055.011,The malware wrote malicious.dll into the memory space of explorer.exe to execute its payload.
T1055.011,The threat actor wrote a malicious DLL into the memory of the legitimate notepad.exe process.
T1055.011,The backdoor wrote malicious.dll into the memory space of a running browser process to evade detection.
T1055.011,The malware wrote malicious.dll into the memory space of explorer.exe to execute code.
T1055.011,The malware wrote a malicious DLL into the memory space of the explorer.exe process.
T1055.011,The threat actor wrote a malicious DLL into the memory of the lsass.exe process for credential theft.
T1055.011,The adversary wrote a malicious DLL into the memory space of a legitimate browser process to evade detection.
T1055.011,The malware wrote a malicious DLL into the memory space of explorer.exe to execute code.
T1055.011,The threat actor wrote a malicious DLL into the memory of a legitimate browser process.
T1055.011,The attacker wrote a malicious DLL into the memory space of a running system service.
T1055.011,The malware wrote a malicious DLL into the memory space of explorer.exe to execute code.
T1055.011,A malicious DLL was written to the memory of notepad.exe to achieve code execution.
T1055.011,The malware wrote a rogue DLL into the memory of the target browser process to execute payloads.
T1055.011,The malware wrote a malicious DLL into the memory space of the legitimate explorer.exe process.
T1055.011,The malware injected a malicious DLL into the explorer.exe process to execute code.
T1055.011,The malware employed DLL injection to write malicious code into the winlogon.exe process.
T1055.011,The malware wrote a malicious DLL into the memory space of explorer.exe to establish persistence.
T1055.011,The backdoor wrote a malicious DLL into the lsass.exe process memory to harvest credentials.
T1055.011,The malware wrote malicious.dll into the memory space of explorer.exe to execute code.
T1055.011,The malware wrote a malicious DLL into the memory space of explorer.exe to execute code.
T1055.011,The malware wrote a malicious DLL into the memory of a suspended notepad.exe process for execution.
T1087.002,The attacker executed 'net user /domain' to enumerate all domain user accounts.
T1087.002,"Using 'net group /domain', the adversary listed all available domain groups."
T1087.002,A malicious script ran 'net user /domain' to discover domain account information.
T1087.002,The threat actor queried 'net group /domain' to identify administrative groups in the domain.
T1087.002,"Through command line execution of 'net user /domain', the malware gathered a list of domain users."
T1574.014,The attacker replaced the legitimate .config file with a modified version that referenced a malicious DLL for execution.
T1574.014,The malware injected its payload by modifying the .config file to reference a rogue assembly.
T1574.014,The malware altered the .config file to inject a malicious module through assembly redirection.
T1574.014,The malicious code established persistence by hijacking the AppDomainManager in the application's configuration.
T1574.014,The attacker modified the .config file's assembly binding settings to load and execute a malicious DLL.
T1134.003,A malicious script executed LogonUser to impersonate a domain administrator account.
T1222.002,"The attacker executed 'chmod 777 /etc/passwd' to grant universal read, write, and execute permissions on the critical system file."
T1222.002,Malware used 'chown root:root /tmp/backdoor' to change ownership of the malicious file to the root user and group.
T1222.002,The threat actor ran 'chmod +x /var/tmp/persistence.sh' to make the persistence script executable on the compromised system.
T1222.002,An adversary modified file permissions using 'chmod 644 /home/user/.ssh/authorized_keys' to restrict access while maintaining persistence.
T1222.002,The malicious script executed 'chown www-data:www-data /var/www/html/webshell.php' to set appropriate ownership for the web shell under the web server user.
T1222.002,"The attacker used chmod 777 on the sensitive configuration file to grant universal read, write, and execute permissions."
T1222.002,The malware executed chown root on the backdoor binary to change ownership to the root user.
T1222.002,The adversary ran chmod +x on the malicious script to make it executable for all users.
T1222.002,The threat actor modified file permissions using chmod 644 to allow read access while restricting write capabilities.
T1222.002,The malicious process changed ownership of critical system files using chown www-data to align with web server permissions.
T1222.002,The attacker used 'chmod 777 /etc/passwd' to remove all access restrictions on the critical system file.
T1222.002,Malware executed 'chown attacker:attacker /var/log/auth.log' to take ownership of the authentication log file.
T1222.002,The script modified file permissions with 'chmod +x malicious_script.sh' to make it executable for privilege escalation.
T1222.002,An adversary ran 'chown root:root /tmp/backdoor' to disguise the malicious file as a system-owned executable.
T1222.002,The threat actor used 'chmod 000 /home/user/.bash_history' to prevent access to command history and hide their activities.
T1222.002,The attacker used 'chmod 777 /etc/passwd' to remove all access restrictions on the critical system file.
T1222.002,Malware executed 'chown attacker:attacker /var/log/auth.log' to take ownership of the authentication log file.
T1222.002,The adversary ran 'chmod +x /tmp/backdoor.sh' to make the malicious script executable.
T1222.002,A compromised service account used 'chown www-data:www-data /home/user/.ssh/id_rsa' to change ownership of the SSH private key.
T1222.002,The threat actor executed 'chmod 000 /var/log/syslog' to prevent logging by denying all access to the system log file.
T1222.002,"The attacker used chmod 777 on the sensitive configuration file to grant universal read, write, and execute permissions."
T1222.002,The malware executed chown root:root on the backdoor binary to change ownership and avoid detection.
T1222.002,The adversary ran chmod +x on the malicious script to make it executable after deployment.
T1222.002,The threat actor modified file permissions using chmod 644 on log files to prevent unauthorized modifications while maintaining readability.
T1222.002,The attacker changed ownership of the compromised service account file using chown daemon:daemon to blend in with normal system files.
T1222.002,"The attacker executed 'chmod 777 /etc/passwd' to grant universal read, write, and execute permissions on the critical system file."
T1222.002,Malicious code used 'chown attacker:attacker /var/log/auth.log' to change ownership and potentially hide authentication evidence.
T1222.002,A compromised script ran 'chmod +x /tmp/backdoor.sh' to make the malicious script executable by any user.
T1222.002,The adversary issued 'chown root:root malicious_binary' to disguise their tool as a legitimate system file.
T1222.002,Attackers utilized 'chmod 000 /var/www/html/index.php' to deny all access and disrupt the web application.
T1222.002,"The attacker used chmod 777 on the sensitive configuration file to grant universal read, write, and execute permissions."
T1222.002,The malware executed chown root:root on the backdoor binary to change ownership to the root user and group.
T1222.002,The adversary ran chmod +x on the malicious script to make it executable by any user on the system.
T1222.002,The threat actor modified file permissions using chmod 644 to make the log file world-readable while preventing modifications.
T1222.002,The malicious process changed ownership of critical system files using chown www-data to disguise them as web server files.
T1222.002,"The attacker used chmod 777 on the sensitive configuration file to grant universal read, write, and execute permissions."
T1562.002,Ransomware modified the HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Autologger\EventLog-Security registry key to disable security event tracking.
T1562.002,Ransomware modified registry values in HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog to prevent detection of malicious activities.
T1562.002,Ransomware modified the HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Autologger\EventLog-Security registry key to disable security logging.
T1562.002,Ransomware modified the HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Autologger\EventLog-Security registry key to disable security event tracking.
T1561.001,The ransomware exploited RawDisk access to overwrite the master boot record with zeros.
T1561.001,The wiper malware wrote random data patterns across all sectors of the hard drive to prevent data recovery.
T1561.001,The malicious script used direct disk access via RawDisk to overwrite file system metadata with garbage data.
T1561.001,The attacker's tool filled the entire storage device with pseudorandom bytes to render files irrecoverable.
T1561.001,The destructive payload leveraged RawDisk privileges to perform a single-pass random data overwrite of all partitions.
T1561.001,The ransomware exploited RawDisk access to overwrite the master boot record with zeros.
T1561.001,The wiper malware wrote random data patterns across all sectors of the hard drive.
T1561.001,"Using RawDisk privileges, the attacker directly overwrote the file system metadata with garbage data."
T1561.001,The destructive script filled the entire storage volume with pseudorandom bytes to prevent data recovery.
T1561.001,"By exploiting direct disk access, the malware overwrote the partition table with meaningless binary data."
T1561.001,The ransomware exploited RawDisk access to overwrite the master boot record with zeros.
T1561.001,The wiper malware wrote random data patterns across all sectors of the hard drive to ensure data destruction.
T1561.001,"By using RawDisk privileges, the attacker directly overwrote the file system metadata with garbage data."
T1561.001,The malicious script filled the entire storage volume with pseudorandom bytes to render files unrecoverable.
T1561.001,The threat actor utilized kernel-level RawDisk operations to write chaotic data patterns across all disk partitions.
T1561.001,The malware exploited RawDisk access to overwrite the master boot record with zeros.
T1561.001,The ransomware wrote random data patterns across all sectors of the hard drive to prevent data recovery.
T1561.001,"Using direct disk access, the attacker overwrote critical system files with garbage data."
T1561.001,The malicious script utilized RawDisk privileges to fill the entire storage device with pseudorandom bytes.
T1561.001,The threat actor employed disk-level access to write alternating 0s and 1s across all partitions.
T1561.001,The ransomware exploited RawDisk access to overwrite the master boot record with zeros.
T1561.001,The wiper malware wrote random data patterns across all sectors of the hard drive to make recovery impossible.
T1561.001,"Using RawDisk privileges, the attacker directly overwrote the file system metadata with garbage data."
T1561.001,The destructive script filled the entire storage volume with pseudorandom bytes to render files irrecoverable.
T1561.001,"By exploiting direct disk access, the malware overwrote partition tables with random data, destroying the disk structure."
T1561.001,The ransomware exploited RawDisk access to overwrite the master boot record with zeros.
T1561.001,The wiper malware wrote random data patterns across all sectors of the hard drive to destroy forensic evidence.
T1561.001,The threat actor used a custom tool with RawDisk privileges to overwrite the file system metadata with garbage data.
T1561.001,"The destructive script wrote pseudorandom bytes to the entire storage volume, making file recovery impossible."
T1561.001,The malware leveraged RawDisk capabilities to perform a single-pass overwrite of all user data partitions with random characters.
T1561.001,The ransomware exploited RawDisk access to overwrite the master boot record with zeros.
T1561.001,The wiper utility wrote random data patterns across all sectors of the hard drive to prevent data recovery.
T1561.001,"Using RawDisk privileges, the malware directly overwrote the file system metadata with garbage data."
T1561.001,The destructive script filled the entire storage volume with pseudorandom bytes to render files irrecoverable.
T1213.003,The malware employed git operations to extract configuration files from version control systems.
T1213.003,The threat actor leveraged git hooks to automatically collect and exfiltrate code changes from development repositories.
T1213.003,Malicious scripts were used to collect proprietary source code from GitHub repositories.
T1213.003,The threat actor employed git hooks to automatically exfiltrate commit history and configuration files from version control systems.
T1213.003,A compromised developer account was used to collect sensitive environment variables stored in GitHub organization secrets.
T1213.003,Malicious scripts were deployed to collect source code and configuration files from GitHub repositories.
T1213.003,The malware automatically searched for and collected .git folders containing sensitive project data from web servers.
T1213.003,The adversary leveraged git commands to extract proprietary software code from internal version control systems.
T1213.003,The malware employed git pull operations to gather updated source code from remote repositories.
T1213.003,Malicious scripts were used to collect proprietary source code from GitHub repositories.
T1213.003,The malware utilized git hooks to exfiltrate sensitive configuration files during repository operations.
T1213.003,The adversary leveraged Git history to extract previously committed configuration files with database credentials.
T1213.003,The malware collected SSH keys and access tokens from local Git configuration files for repository access.
T1213.003,The attacker leveraged git commands to clone a private repository containing sensitive configuration files.
T1213.003,The attacker leveraged git commands to clone a private repository containing sensitive configuration files.
T1213.003,The adversary employed git to access and exfiltrate version control history containing database credentials.
T1213.003,Malicious scripts were used to collect source code and configuration files from a GitHub organization's repositories.
T1213.003,"The adversary employed git to extract commit history from a corporate repository, revealing development secrets."
T1213.003,The malware leveraged git hooks to automatically exfiltrate code changes from a development team's repository.
T1499.004,The attacker exploited a zero-day vulnerability in the web server's HTTP parser to cause persistent resource exhaustion.
T1499.004,Malicious.exe was executed with parameters designed to consume all available system memory through memory leak exploitation.
T1499.004,A zero-day buffer overflow vulnerability in the network stack was exploited to trigger repeated kernel panics and system crashes.
T1499.004,The malware executed a fork bomb script that continuously spawned new processes until system resources were completely exhausted.
T1499.004,Attackers exploited an unpatched zero-day vulnerability in the database service to create persistent deadlock conditions that prevented legitimate access.
T1499.004,The attacker exploited a zero-day vulnerability in the network stack to cause persistent resource exhaustion.
T1499.004,The malware executed malicious.exe to continuously consume all available CPU cycles on the target system.
T1499.004,The threat actor leveraged an unpatched zero-day flaw in the web server to maintain sustained denial of service.
T1499.004,The malicious payload executed a resource-intensive process that persistently depleted system memory.
T1499.004,The attacker weaponized a zero-day vulnerability in the database service to create permanent service degradation.
T1499.004,The attacker exploited a zero-day buffer overflow vulnerability in the web server software to cause persistent service disruption.
T1499.004,The malware executed a malicious executable that continuously spawned processes to exhaust system resources and maintain denial of service.
T1499.004,The threat actor leveraged a zero-day vulnerability in the network protocol stack to persistently crash critical infrastructure systems.
T1499.004,The malicious payload executed a resource exhaustion program that maintained persistent service degradation by consuming all available memory.
T1499.004,The attacker weaponized a zero-day vulnerability in the database management system to cause persistent unavailability of business-critical applications.
T1499.004,The attacker exploited a zero-day vulnerability in the network stack to cause persistent resource exhaustion.
T1499.004,"Malicious.exe was executed to flood the target system with crafted packets, resulting in sustained service degradation."
T1499.004,A zero-day flaw in the web server software was leveraged to create an endless loop of resource allocation requests.
T1499.004,"The malware executed malicious.exe to generate continuous high-volume traffic, overwhelming the network infrastructure."
T1499.004,An unpatched zero-day vulnerability in the database engine was exploited to trigger persistent memory leaks and system instability.
T1499.004,The attacker exploited a zero-day vulnerability in the web server software to cause persistent resource exhaustion.
T1499.004,"Malicious.exe was executed to flood the network interface with crafted packets, resulting in sustained denial of service."
T1499.004,A previously unknown buffer overflow vulnerability in the file sharing service was exploited to crash critical systems repeatedly.
T1499.004,The malware executed a process that continuously spawned threads to consume all available CPU cycles on the target machine.
T1499.004,Attackers leveraged a zero-day flaw in the database management system to trigger infinite loops that persistently degraded performance.
T1499.004,The attacker exploited a zero-day buffer overflow vulnerability in the web server software to cause persistent service disruption.
T1499.004,"Malicious.exe was executed to flood the network interface with crafted packets, resulting in sustained denial of service."
T1499.004,A zero-day vulnerability in the database management system was exploited to trigger infinite loops that persistently degraded performance.
T1499.004,"The malware executed a resource exhaustion attack by creating thousands of threads through malicious.exe, causing persistent system unavailability."
T1499.004,Attackers exploited a zero-day memory leak vulnerability in the application to gradually consume all available RAM and cause persistent service degradation.
T1499.004,The attacker exploited a zero-day vulnerability in the network stack to cause persistent resource exhaustion.
T1499.004,The malware executed a malicious.exe that continuously spawned processes to consume all available CPU cycles.
T1499.004,A zero-day flaw in the file system driver was exploited to create persistent file locks that prevented legitimate access.
T1499.004,"The malicious.exe was designed to repeatedly allocate and hold memory, causing persistent system-wide memory exhaustion."
T1499.004,The attacker exploited a zero-day vulnerability in the database service to create persistent connection floods that overwhelmed the server.
T1499.004,The attacker exploited a zero-day buffer overflow vulnerability in the network service to cause persistent system crashes.
T1499.004,"Malicious.exe was executed to flood the target server with crafted packets, overwhelming its resources and causing sustained downtime."
T1499.004,A previously unknown vulnerability in the web application framework was exploited to trigger infinite loops in the processing logic.
T1499.004,The malware executed a fork bomb script that continuously spawned new processes until the system became unresponsive.
T1499.004,Attackers exploited a zero-day flaw in the database engine to initiate resource-intensive queries that exhausted all available memory.
T1499.004,The attacker exploited a zero-day vulnerability in the web server software to cause persistent resource exhaustion.
T1499.004,"Malicious.exe was executed to flood the network interface with crafted packets, resulting in sustained service degradation."
T1499.004,A zero-day vulnerability in the database management system was leveraged to trigger continuous memory leaks and system instability.
T1499.004,"The malware executed a script that repeatedly spawned resource-intensive processes, leading to persistent denial of service."
T1499.004,The attacker exploited a zero-day vulnerability in the web server software to cause persistent resource exhaustion.
T1499.004,The threat actor leveraged an unpatched zero-day flaw in the database service to create persistent denial of service.
T1499.004,The ransomware executed a malicious payload that repeatedly spawned processes to exhaust system memory.
T1499.004,The attacker exploited a zero-day buffer overflow vulnerability to cause persistent system instability and service unavailability.
T1037.005,The malware created a malicious executable in /Library/StartupItems to establish persistence.
T1037.005,An attacker wrote a StartupParameters.plist file to configure automatic execution of their payload at boot.
T1037.005,The persistence mechanism involved creating a directory at /Library/StartupItems to house the malicious script.
T1037.005,A threat actor wrote specific launch parameters in StartupParameters.plist to ensure their tool runs during system startup.
T1037.005,The backdoor established persistence by creating a custom startup item in /Library/StartupItems with elevated privileges.
T1037.005,The malware created a directory at /Library/StartupItems to establish persistence.
T1037.005,An attacker wrote a StartupParameters.plist file to configure automatic execution at boot.
T1037.005,The malicious script established persistence by creating the /Library/StartupItems folder.
T1037.005,A threat actor wrote configuration data to StartupParameters.plist for boot-time execution.
T1037.005,The persistence mechanism involved creating the /Library/StartupItems directory for automatic startup.
T1037.005,The malware created a directory at /Library/StartupItems to establish persistence.
T1037.005,An attacker wrote a StartupParameters.plist file to configure automatic execution at boot.
T1037.005,The malicious script created /Library/StartupItems to ensure it runs on every system startup.
T1037.005,A persistence mechanism was established by writing a StartupParameters.plist file in the startup directory.
T1037.005,The threat actor created the /Library/StartupItems folder to maintain access across system reboots.
T1037.005,The malware created /Library/StartupItems to establish persistence across system reboots.
T1037.005,An attacker wrote StartupParameters.plist to configure automatic execution of malicious code during boot.
T1037.005,The persistence mechanism involved creating a directory at /Library/StartupItems for boot-time execution.
T1037.005,Malicious code was configured to run at startup by writing to StartupParameters.plist in the startup items folder.
T1037.005,The threat actor established persistence by creating the /Library/StartupItems directory and placing their payload within it.
T1037.005,The malware created /Library/StartupItems to establish persistence through system boot.
T1037.005,An attacker wrote StartupParameters.plist to configure automatic execution during system startup.
T1037.005,The persistence mechanism involved creating the /Library/StartupItems directory for boot-time execution.
T1037.005,Malicious code wrote to StartupParameters.plist to define startup parameters for the backdoor.
T1037.005,The threat actor created /Library/StartupItems as part of their boot persistence strategy.
T1037.005,The malware created a new directory at /Library/StartupItems to establish persistence.
T1037.005,An attacker wrote a StartupParameters.plist file to configure automatic execution at boot.
T1037.005,The script created /Library/StartupItems to ensure the backdoor loads during system startup.
T1037.005,A malicious application wrote to StartupParameters.plist to define launch parameters for persistence.
T1037.005,The threat actor created the /Library/StartupItems folder to install a persistent startup item.
T1037.005,The malware created a malicious directory at /Library/StartupItems to ensure persistence across system reboots.
T1037.005,An attacker wrote a StartupParameters.plist file to configure automatic execution of their payload during system startup.
T1037.005,The threat actor established persistence by creating /Library/StartupItems with elevated privileges.
T1037.005,Malicious code wrote a crafted StartupParameters.plist that would launch the backdoor upon every system boot.
T1037.005,The persistence mechanism involved creating /Library/StartupItems directory to house the malicious startup scripts.
T1037.005,The malware created a directory at /Library/StartupItems to establish persistence.
T1037.005,An attacker wrote a StartupParameters.plist file to configure automatic execution at boot.
T1037.005,The script created /Library/StartupItems to ensure the backdoor loads during system startup.
T1037.005,A malicious application wrote StartupParameters.plist with launch instructions for persistence.
T1037.005,The threat actor created /Library/StartupItems to maintain access across system reboots.
T1037.005,The malware created a malicious executable in /Library/StartupItems to establish persistence.
T1037.005,An attacker wrote a StartupParameters.plist file to configure automatic execution at system boot.
T1037.005,The persistence mechanism involved creating a custom directory under /Library/StartupItems.
T1037.005,A malicious script was placed in /Library/StartupItems to run automatically during system startup.
T1037.005,The threat actor modified StartupParameters.plist to include their backdoor in the boot sequence.
T1037.005,The malware created a malicious executable in /Library/StartupItems to establish persistence.
T1037.005,An attacker wrote a StartupParameters.plist file to configure automatic execution at system boot.
T1037.005,The threat actor created a directory at /Library/StartupItems to host persistence mechanisms.
T1037.005,Malicious code wrote to StartupParameters.plist to define startup parameters for automatic execution.
T1553.003,The attacker modified HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg\{C689AAB8-8E78-11D0-8C47-00C04FC295EE} to bypass signature validation.
T1553.003,Malware altered the registry key HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllVerifyIndirectData\{603BCC1F-4B59-4E08-B724-D2C6297EF351} to evade detection.
T1553.003,The threat actor changed HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg\{C689AAB8-8E78-11D0-8C47-00C04FC295EE} to disable signature checks.
T1553.003,Ransomware modified HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllVerifyIndirectData\{603BCC1F-4B59-4E08-B724-D2C6297EF351} to bypass code signing verification.
T1553.003,The backdoor altered HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg\{C689AAB8-8E78-11D0-8C47-00C04FC295EE} to circumvent digital signature validation.
T1553.003,The attacker modified HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg\{C689AAB8-8E78-11D0-8C47-00C04FC295EE} to bypass signature validation.
T1553.003,Malware altered the registry key HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllVerifyIndirectData\{603BCC1F-4B59-4E08-B724-D2C6297EF351} to evade detection.
T1553.003,A threat actor changed HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg\{C689AAB8-8E78-11D0-8C47-00C04FC295EE} to bypass digital signature checks.
T1553.003,The malicious script modified HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllVerifyIndirectData\{603BCC1F-4B59-4E08-B724-D2C6297EF351} to circumvent signature validation.
T1553.003,Adversaries manipulated HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg\{C689AAB8-8E78-11D0-8C47-00C04FC295EE} to bypass code signing requirements.
T1553.003,The attacker modified HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg\{C689AAB8-8E78-11D0-8C47-00C04FC295EE} to bypass signature validation.
T1553.003,Malware altered the registry key HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllVerifyIndirectData\{603BCC1F-4B59-4E08-B724-D2C6297EF351} to evade digital signature checks.
T1553.003,The threat actor changed HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg\{C689AAB8-8E78-11D0-8C47-00C04FC295EE} to disable signature verification.
T1553.003,Ransomware modified HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllVerifyIndirectData\{603BCC1F-4B59-4E08-B724-D2C6297EF351} to bypass code signing requirements.
T1553.003,The backdoor altered HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg\{C689AAB8-8E78-11D0-8C47-00C04FC295EE} to circumvent signature validation mechanisms.
T1553.003,The attacker modified HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType 0\CryptSIPDllGetSignedDataMsg\{C689AAB8-8E78-11D0-8C47-00C04FC295EE} to bypass signature validation.
